Model,Global_LDDT,Local_LDDT,GDT_TS,RMSD,Local_GDT
T1214TS075_5,79.95,68.74571428571429,91.373,90.86009544075041,56.08715001677473
T1214TS019_5,80.27,69.0275,91.449,91.08468927312587,56.69095675767438
T1214TS055_3,79.06,58.955714285714286,90.376,84.52050457166683,28.028540764689456
T1214TS311_4,81.67999999999999,68.05535714285715,93.252,91.33373704275228,51.280488521949415
T1214TS207_4,42.46,40.73357142857143,92.331,90.98212794285098,50.400514106063724
T1214TS052_2,86.18,86.11000000000001,97.163,95.1813466100641,94.70312200331115
T1214TS148_4,61.42999999999999,62.48392857142857,76.112,0.010366266183159589,34.150467417933925
T1214TS198_5,81.08,70.58928571428572,92.945,91.96180270326326,62.66022796978606
T1214TS301_5,81.95,69.91285714285715,92.638,91.48859292681855,56.41715834384882
T1214TS274_4,96.08,93.92607142857142,99.962,98.40926449836537,98.05259701287602
T1214TS147_4,80.08999999999999,67.78285714285714,90.874,90.49823523002232,54.886886291864506
T1214TS319_4,91.63,89.49000000000001,98.236,96.13100167099387,92.7101155060968
T1214TS164_5,81.65,69.92642857142857,93.673,92.38657552213829,63.35030377183619
T1214TS147_3,92.82000000000001,92.03285714285715,99.003,96.4568031797127,95.46919410819268
T1214TS464_3,82.71,71.25,93.443,92.11054616914255,60.418497637304334
T1214TS091_2,80.82000000000001,68.26535714285714,91.794,90.39204471837527,46.50899852871436
T1214TS055_1,89.7,50.33428571428572,96.702,92.62389984378332,46.01483493668501
T1214TS221_2,87.67,85.22857142857143,97.201,95.1194921404921,88.80727363061233
T1214TS145_5,90.59,74.89357142857142,96.511,92.9233379913086,53.575537973028254
T1214TS423_1,80.4,65.88071428571428,91.986,90.22665055797526,45.28822665441663
T1214TS052_4,86.09,86.35821428571428,97.163,95.1813466100641,94.96452746215513
T1214TS269_2,87.67,85.2275,97.431,95.21555995506705,88.9578789202793
T1214TS298_4,81.82000000000001,62.46000000000001,92.331,87.45302176025359,31.805164549095874
T1214TS227_3,80.63,67.58,91.718,90.43073467701515,49.402056677674885
T1214TS461_3,73.49,71.30357142857143,84.509,89.56964755543059,87.87838288143249
T1214TS148_1,64.13,62.48071428571428,75.69,0.00521216850118485,34.1239463723906
T1214TS196_5,81.78999999999999,69.68464285714286,93.29,91.79381915429924,56.80427473277242
T1214TS145_4,81.61,69.83,93.482,92.38657552213829,63.326417064560516
T1214TS419_3,87.74,85.10892857142858,97.201,95.24285357570334,88.81567392536603
T1214TS163_3,81.78,68.77178571428571,93.635,91.97937809749294,57.529855566477394
T1214TS145_3,82.11,69.53678571428571,93.482,92.1279491233142,59.78749697193304
T1214TS014_6,79.43,68.17642857142857,90.913,89.91107376847171,50.831284010913876
T1214TS241_3,82.45,70.61,93.06,91.92659083199386,60.67223466027296
T1214TS120_1,64.4,60.12857142857142,75.153,81.75089280864194,65.97987402014999
T1214TS461_2,72.49,58.072857142857146,79.716,86.06079728361931,53.59777686274202
T1214TS051_1,80.31,68.68928571428572,91.756,90.80347083252987,55.53192312180278
T1214TS294_2,81.28,68.71321428571429,92.37,90.89773914346974,50.52772681584958
T1214TS264_4,64.13,62.48071428571428,75.69,0.00521216850118485,34.1239463723906
T1214TS269_3,87.7,85.25035714285714,97.278,95.23603658383695,88.91082654545336
T1214TS286_4,86.64,88.61321428571428,98.121,95.76157422565718,95.6206230370326
T1214TS345_5,81.88,69.77821428571428,93.328,92.15401565079867,61.710615041872565
T1214TS163_2,81.58,68.96142857142857,92.791,91.16812958670994,51.91433273127895
T1214TS122_5,82.65,70.14464285714286,92.945,91.75821893953209,58.35607011425578
T1214TS091_1,94.08999999999999,93.53999999999999,99.923,98.55052119437308,98.55303669899737
T1214TS423_3,80.60000000000001,68.92678571428573,92.638,91.58799496800653,58.93702135614705
T1214TS020_3,84.61999999999999,81.535,96.396,94.78367261397214,90.27235020464946
T1214TS456_2,86.2,85.02499999999999,97.124,95.1125979075645,92.31736509132803
T1214TS139_1,81.05,71.70249999999999,89.954,91.75821893953209,84.61397470192647
T1214TS464_2,82.71,71.25,93.443,92.11054616914255,60.418497637304334
T1214TS207_5,43.24,41.746071428571426,91.986,90.91652922435952,51.98892862589203
T1214TS319_5,71.73,51.77678571428571,82.477,75.8669946329807,42.29988520935126
T1214TS051_6,82.13000000000001,70.20535714285714,93.597,92.3694742918795,62.49501394841572
T1214TS345_3,79.78,68.06857142857143,91.411,90.45004739990769,53.93127753450433
T1214TS423_4,80.75,67.90035714285715,93.213,91.82046551470835,57.83142722613242
T1214TS014_2,81.27,69.64178571428572,93.213,92.04073188240415,60.61867505815352
T1214TS293_3,81.11,66.99642857142857,93.252,91.49765535916487,52.89047062584217
T1214TS456_3,85.94000000000001,85.92500000000001,96.894,95.12638206527866,92.80477999034584
T1214TS079_4,81.22,67.13392857142857,93.29,91.5699684169261,53.937312276697845
T1214TS294_1,71.16,59.10142857142857,81.173,84.64714198081055,30.48546363724406
T1214TS022_4,83.94,65.38428571428571,94.133,89.37607984541563,36.50201689317554
T1214TS393_3,64.13,62.48071428571428,75.69,0.00521216850118485,34.1239463723906
T1214TS272_2,82.76,70.55678571428572,93.29,92.06695023499128,59.63568953719196
T1214TS284_5,79.95,68.74571428571429,91.373,90.86009544075041,56.08715001677473
T1214TS014_3,81.31,69.23857142857143,93.405,91.93540143968826,58.964865357626216
T1214TS052_1,85.89,84.08892857142857,96.511,95.01562517399023,89.4415915473629
T1214TS319_3,80.38,67.52214285714285,91.91,90.44039372514642,49.816596619772845
T1214TS375_5,71.15,51.43035714285714,81.902,72.8444214074528,43.85574697442217
T1214TS052_3,85.87,85.07678571428572,96.587,94.93182915563814,92.32241980435784
T1214TS122_2,80.0,67.72785714285715,91.411,90.39204471837527,52.73962573079782
T1214TS020_5,69.21000000000001,54.61892857142857,76.687,80.0793264127027,34.26706300431058
T1214TS388_1,91.09,90.86642857142857,98.581,96.16221317558698,95.03631432929389
T1214TS208_5,82.61,71.61321428571429,93.175,92.18870034393773,63.64754579638696
T1214TS423_2,80.08,67.04035714285715,92.331,90.9071368300496,53.79234746507966
T1214TS464_1,82.71,71.25,93.443,92.11054616914255,60.418497637304334
T1214TS164_4,82.26,69.44392857142857,93.52,92.1279491233142,59.9077648887674
T1214TS345_4,81.86,67.52392857142857,93.328,91.68677213441546,55.515018237431455
T1214TS312_2,82.57,69.71428571428572,92.715,91.21430167642808,52.597951272286444
T1214TS208_2,82.42,72.08678571428571,93.52,92.40365675555356,64.45791544730716
T1214TS494_2,95.76,93.69,99.923,98.42351906239345,98.09088940076455
T1214TS465_1,82.74000000000001,70.6882142857143,94.363,92.74943985389257,64.72966124364474
T1214TS369_4,80.44,73.86785714285715,90.951,91.5699684169261,69.74290450211811
T1214TS450_4,34.2,27.615000000000002,58.244,63.492307868381786,19.816698776331354
T1214TS284_2,79.69000000000001,67.89071428571428,90.567,89.92101989071904,52.70081310331991
T1214TS051_3,79.78,68.06857142857143,91.411,90.45004739990769,53.93127753450433
T1214TS132_1,50.33,35.69107142857143,54.908,4.579835273438984,20.15846729752384
T1214TS122_4,82.53,70.22464285714285,92.715,91.46137452068514,56.27979423286155
T1214TS204_4,89.63,87.2,98.735,96.0241328857985,94.71204710322124
T1214TS494_1,98.66,97.16642857142857,100.0,98.92230939872302,98.83983805480219
T1214TS494_5,96.38,95.07178571428571,100.0,98.41401921987843,98.36098991665166
T1214TS304_5,82.3,70.705,92.983,91.79381915429924,59.33263430076472
T1214TS464_5,82.71,71.25,93.443,92.11054616914255,60.418497637304334
T1214TS419_2,87.67,85.22857142857143,97.201,95.1194921404921,88.80727363061233
T1214TS204_3,92.72,91.58107142857143,98.926,96.43259987379042,95.14308547940126
T1214TS462_5,79.97,70.80035714285715,91.373,91.1032683411173,61.14129848886739
T1214TS393_5,81.39,68.1067857142857,92.983,91.5338532869863,54.68810243624184
T1214TS361_2,63.11,46.95214285714285,76.035,75.19780514549554,47.55677008875614
T1214TS022_3,85.15,79.82714285714286,96.933,94.70529289540507,87.34767158313085
T1214TS019_4,80.07,67.80464285714285,90.989,90.49823523002232,54.13196789758336
T1214TS286_5,86.53,88.55000000000001,98.121,95.78101880684184,95.64626227310079
T1214TS202_2,73.22999999999999,55.78428571428572,78.451,80.34178997970375,30.238138281476296
T1214TS225_1,81.69999999999999,69.0942857142857,92.753,91.14962405087931,51.48244187937831
T1214TS331_5,80.32000000000001,69.2175,91.986,91.02882577439506,57.68994338697539
T1214TS331_3,79.78,68.06857142857143,91.411,90.45004739990769,53.93127753450433
T1214TS393_1,82.56,68.98857142857143,93.098,91.0194967553716,50.02732324021944
T1214TS221_3,87.74,85.10892857142858,97.201,95.24285357570334,88.81567392536603
T1214TS293_5,81.22,67.13392857142857,93.29,91.5699684169261,53.937312276697845
T1214TS475_5,81.58,71.49535714285715,93.06,91.78492679000297,60.19591535244426
T1214TS269_1,87.81,85.685,97.393,95.27007884113925,89.45469809400088
T1214TS361_4,63.01,43.699642857142855,76.112,75.36187561233815,46.68281209515279
T1214TS262_4,85.22,82.90142857142857,96.971,95.1125979075645,94.67709557960097
T1214TS464_4,82.71,71.25,93.443,92.11054616914255,60.418497637304334
T1214TS286_1,86.57000000000001,87.45035714285714,98.198,95.7160593668644,95.04380203994053
T1214TS312_4,82.84,71.56464285714286,93.098,92.197358908574,62.5461938725219
T1214TS264_1,82.56,68.98857142857143,93.098,91.0194967553716,50.02732324021944
T1214TS040_1,93.74,95.20142857142858,99.693,97.55822511345747,98.78823873033001
T1214TS462_4,80.08999999999999,67.78285714285714,90.874,90.49823523002232,54.886886291864506
T1214TS079_3,81.11,66.99642857142857,93.252,91.49765535916487,52.89047062584217
T1214TS319_1,82.15,69.98035714285714,93.673,92.25782784975065,60.84455873076576
T1214TS207_2,82.55,68.71392857142857,93.021,90.97277254712003,48.77091764191194
T1214TS425_1,82.19999999999999,69.96071428571427,93.558,92.34378491999121,62.07608462435176
T1214TS198_1,93.08999999999999,92.83607142857143,99.041,96.5589733323178,96.21045325193472
T1214TS148_3,60.4,62.853928571428575,77.301,24.153369779628935,33.78984144670772
T1214TS287_5,82.63000000000001,72.89785714285715,93.482,92.70771646783624,69.85910614107279
T1214TS079_2,81.45,67.79214285714286,93.29,91.56094739056496,53.47346950683056
T1214TS091_4,93.58,89.58178571428572,99.923,98.55052119437308,98.5531981163437
T1214TS017_1,93.0,93.07392857142858,98.926,96.52304123622291,96.4404846092866
T1214TS272_5,82.76,70.55678571428572,93.29,92.06695023499128,59.63568953719196
T1214TS167_3,35.47,26.0175,70.514,72.01406073166622,14.963693199756563
T1214TS269_4,87.64999999999999,85.96107142857143,97.354,95.22921531777347,90.2349597997733
T1214TS284_3,80.0,67.72785714285715,91.411,90.39204471837527,52.73962573079782
T1214TS145_2,81.84,70.17821428571428,93.712,92.26644614751058,60.942685495154066
T1214TS040_2,93.85,94.47607142857143,99.617,97.5741814288623,98.631098833022
T1214TS241_5,82.3,70.705,92.983,91.79381915429924,59.33263430076472
T1214TS196_2,81.75,69.14857142857143,93.482,91.57898427548365,53.23601432932672
T1214TS020_1,69.23,54.63321428571428,76.725,80.0793264127027,34.50145328530926
T1214TS298_5,81.97,64.49107142857143,92.255,88.24837480915332,32.538636396327604
T1214TS274_5,96.38,95.07178571428571,100.0,98.41401921987843,98.36098991665166
T1214TS052_5,86.13,86.27678571428571,97.048,95.22238977551582,95.1250264020505
T1214TS014_1,79.45,67.56714285714285,90.951,89.79129406776872,49.56900492610463
T1214TS461_5,72.66,64.61035714285714,80.637,88.0084974121357,82.40644538090862
T1214TS419_5,87.69,85.95285714285714,97.354,95.24966629536966,90.06667510502756
T1214TS312_5,82.80999999999999,71.74071428571428,93.328,92.38657552213829,64.59113826631939
T1214TS227_2,80.63,67.58107142857142,91.718,90.43073467701515,49.40219232882601
T1214TS450_2,33.03,23.854642857142856,58.704,66.63513684549243,21.069725954764856
T1214TS163_5,81.65,69.92642857142857,93.673,92.38657552213829,63.35030377183619
T1214TS345_1,81.96,70.07071428571429,93.405,92.32663363280766,62.584492486364105
T1214TS017_3,90.59,74.89357142857142,96.511,92.9233379913086,53.575537973028254
T1214TS301_1,82.17999999999999,69.92285714285714,92.753,91.76712668441095,58.33420315184781
T1214TS294_4,68.92,55.065714285714286,78.796,81.20276682466174,29.51207819729182
T1214TS287_2,82.19999999999999,68.55392857142857,92.983,90.76561490114103,46.929604264838005
T1214TS450_5,82.43,69.54285714285714,93.213,91.43410941401645,53.428998920453076
T1214TS051_5,80.32000000000001,69.2175,91.986,91.02882577439506,57.68994338697539
T1214TS040_5,94.47,95.00035714285715,99.808,97.79427373466811,98.86108215342416
T1214TS267_2,82.23,68.52785714285714,93.252,91.352033417613,51.80169326214658
T1214TS272_1,82.76,70.55857142857143,93.29,92.06695023499128,59.634909286623206
T1214TS102_4,82.47,68.34678571428572,93.175,90.78455349501452,47.17889376869134
T1214TS425_5,71.73,51.77678571428571,82.477,75.8669946329807,42.29988520935126
T1214TS020_4,76.05,61.98142857142857,84.279,84.0079895929869,30.361715600290417
T1214TS202_5,76.72,58.20892857142857,83.551,82.05608110652227,26.483518773182716
T1214TS369_1,82.16,69.06392857142858,92.868,91.47952531079527,54.43004638014935
T1214TS059_5,87.02,89.25714285714285,98.39,96.14974056078752,95.8034310938426
T1214TS304_3,82.45,70.61,93.06,91.92659083199386,60.67223466027296
T1214TS475_1,80.11,68.41107142857143,93.06,92.0057030528546,59.7288028908455
T1214TS110_4,81.89999999999999,69.04107142857143,92.945,91.37030895271285,53.72283826054915
T1214TS163_1,81.69999999999999,69.0942857142857,92.753,91.14962405087931,51.48244187937831
T1214TS304_1,82.80999999999999,71.3425,92.983,92.09312298256555,61.54258663208418
T1214TS139_4,80.96,71.25714285714287,89.839,91.76712668441095,87.8291410790548
T1214TS208_3,82.16,69.58178571428572,93.175,91.65989474355389,56.56196332582791
T1214TS014_5,79.46,67.93535714285713,90.414,89.65055403351569,48.402006483542856
T1214TS221_1,87.78,85.60142857142857,97.508,95.31755896040009,89.5907826453092
T1214TS051_2,80.08999999999999,68.9775,91.449,90.72767389093319,55.90621015909772
T1214TS408_1,78.94,58.24535714285714,90.452,84.53319513118478,28.15363324783638
T1214TS293_1,81.45,67.79214285714286,93.29,91.56094739056496,53.47346950683056
T1214TS040_3,94.26,95.645,99.847,98.23107293692429,98.76020565470131
T1214TS019_3,79.69000000000001,67.71464285714286,90.683,90.35326865632311,53.186265691634716
T1214TS298_2,81.83,62.525000000000006,92.216,87.55406764697018,31.557580713552674
T1214TS059_6,91.03,90.88607142857143,98.505,96.13725196591982,94.66746137780977
T1214TS262_5,85.31,84.10357142857143,97.048,95.08497785452012,94.67913948987997
T1214TS311_1,79.7,67.43535714285714,91.028,89.97066867267613,49.776673184329695
T1214TS204_1,90.75999999999999,88.13392857142857,98.773,96.18089216991719,94.83063957677798
T1214TS375_3,80.42,67.44392857142857,91.679,90.44039372514642,48.89580490989133
T1214TS314_5,82.80999999999999,71.74071428571428,93.328,92.38657552213829,64.59113826631939
T1214TS287_4,82.84,72.66,93.52,92.37802740754097,63.53845065383201
T1214TS319_2,80.08999999999999,68.9775,91.449,90.72767389093319,55.90621015909772
T1214TS375_4,92.12,92.46142857142857,98.888,96.43865655109799,95.55830900493648
T1214TS207_3,82.55,68.71392857142857,93.021,90.97277254712003,48.77091764191194
T1214TS301_4,82.45,70.61321428571429,93.367,92.05821585378202,60.188872405676584
T1214TS314_1,82.56,68.98857142857143,93.098,91.0194967553716,50.02732324021944
T1214TS287_1,82.11,69.04,92.37,90.5366889393818,46.12681283310273
T1214TS017_4,81.84,70.17821428571428,93.712,92.26644614751058,60.942685495154066
T1214TS400_1,82.31,69.43142857142857,93.443,91.90012842408734,58.08487391240937
T1214TS202_4,72.86,55.73464285714286,77.531,80.269076064924,34.49575796236679
T1214TS147_1,84.1,69.42285714285715,94.44,91.1032683411173,45.74636527019637
T1214TS298_1,81.83,62.35142857142858,92.293,87.40796253324596,31.93946510496559
T1214TS015_6,82.78,69.6525,93.75,91.65092531550316,54.10831830070737
T1214TS275_1,67.66,51.98107142857143,78.489,83.73509290639086,46.205993356476974
T1214TS386_4,81.82000000000001,62.46000000000001,92.331,87.45302176025359,31.805164549095874
T1214TS167_2,82.43,69.54285714285714,93.213,91.43410941401645,53.428998920453076
T1214TS287_3,82.22,68.97285714285715,92.868,91.20507773729399,51.939924783502406
T1214TS419_4,87.85,85.5875,97.316,95.23603658383695,89.50542387684325
T1214TS294_3,72.04,58.16392857142857,81.633,83.65663798715447,28.090316180618398
T1214TS110_5,92.86999999999999,92.16035714285714,98.965,96.47491474486867,95.64003054006018
T1214TS241_1,82.80999999999999,71.3425,92.983,92.09312298256555,61.54258663208418
T1214TS075_1,80.06,69.64285714285714,90.874,90.81292153433127,58.6121900705895
T1214TS293_4,80.65,67.01178571428572,93.213,91.5338532869863,53.78270629988179
T1214TS110_3,79.96,66.80142857142857,90.951,90.14827761941376,50.626313277423364
T1214TS164_3,81.78,68.77178571428571,93.635,91.97937809749294,57.529855566477394
T1214TS110_2,84.39999999999999,68.24857142857142,94.363,90.39204471837527,43.84790366738414
T1214TS167_4,33.03,23.854642857142856,58.704,66.63513684549243,21.069725954764856
T1214TS269_5,87.37,85.90785714285715,97.278,95.21555995506705,90.2214778495908
T1214TS264_3,81.39,68.1067857142857,92.983,91.5338532869863,54.68810243624184
T1214TS375_2,82.62,71.21428571428572,93.482,92.05821585378202,59.70951550008942
T1214TS017_2,82.11,69.53678571428571,93.482,92.1279491233142,59.78749697193304
T1214TS465_3,78.58000000000001,62.933928571428574,89.724,86.77900177932325,31.204908265150067
T1214TS235_4,77.81,73.65464285714286,90.299,91.59700049626473,76.0017887003382
T1214TS235_1,82.28999999999999,69.835,94.248,92.67424906221764,63.79549860856795
T1214TS386_5,81.97,64.49107142857143,92.255,88.24837480915332,32.538636396327604
T1214TS388_2,91.03,90.88607142857143,98.505,96.13725196591982,94.66746137780977
